Hour_of_Year,Time_(HH:MM),Hr_of_Day,Day_of_Year,Day_of_Week,Day_Name,Month,Mains_Temp_C
1835,77.41666667,11,77,7,Saturday,3,9.627777778
1836,77.45833333,12,77,7,Saturday,3,9.633333333
1837,77.5,13,77,7,Saturday,3,9.644444444
1838,77.54166667,14,77,7,Saturday,3,9.65
1839,77.58333333,15,77,7,Saturday,3,9.661111111
1840,77.625,16,77,7,Saturday,3,9.666666667
1841,77.66666667,17,77,7,Saturday,3,9.677777778
1842,77.70833333,18,77,7,Saturday,3,9.688888889
1843,77.75,19,77,7,Saturday,3,9.694444444
1844,77.79166667,20,77,7,Saturday,3,9.7
1845,77.83333333,21,77,7,Saturday,3,9.705555556
1846,77.875,22,77,7,Saturday,3,9.711111111
1847,77.91666667,23,77,7,Saturday,3,9.711111111
1848,77.95833333,24,77,7,Saturday,3,9.711111111
1849,78,1,78,1,Sunday,3,9.716666667
1850,78.04166667,2,78,1,Sunday,3,9.716666667
1851,78.08333333,3,78,1,Sunday,3,9.722222222
1852,78.125,4,78,1,Sunday,3,9.722222222
1853,78.16666667,5,78,1,Sunday,3,9.722222222
1854,78.20833333,6,78,1,Sunday,3,9.722222222
1855,78.25,7,78,1,Sunday,3,9.722222222
1856,78.29166667,8,78,1,Sunday,3,9.722222222
1857,78.33333333,9,78,1,Sunday,3,9.727777778
1858,78.375,10,78,1,Sunday,3,9.727777778
1859,78.41666667,11,78,1,Sunday,3,9.727777778
1860,78.45833333,12,78,1,Sunday,3,9.727777778
1861,78.5,13,78,1,Sunday,3,9.733333333
1862,78.54166667,14,78,1,Sunday,3,9.733333333
1863,78.58333333,15,78,1,Sunday,3,9.733333333
1864,78.625,16,78,1,Sunday,3,9.733333333
1865,78.66666667,17,78,1,Sunday,3,9.733333333
1866,78.70833333,18,78,1,Sunday,3,9.733333333
1867,78.75,19,78,1,Sunday,3,9.733333333
1868,78.79166667,20,78,1,Sunday,3,9.733333333
1869,78.83333333,21,78,1,Sunday,3,9.727777778
1870,78.875,22,78,1,Sunday,3,9.727777778
1871,78.91666667,23,78,1,Sunday,3,9.727777778
1872,78.95833333,24,78,1,Sunday,3,9.722222222
1873,79,1,79,2,Monday,3,9.722222222
1874,79.04166667,2,79,2,Monday,3,9.722222222
1875,79.08333333,3,79,2,Monday,3,9.722222222
1876,79.125,4,79,2,Monday,3,9.722222222
1877,79.16666667,5,79,2,Monday,3,9.716666667
1878,79.20833333,6,79,2,Monday,3,9.722222222
1879,79.25,7,79,2,Monday,3,9.722222222
1880,79.29166667,8,79,2,Monday,3,9.722222222
1881,79.33333333,9,79,2,Monday,3,9.722222222
1882,79.375,10,79,2,Monday,3,9.722222222
1883,79.41666667,11,79,2,Monday,3,9.727777778
1884,79.45833333,12,79,2,Monday,3,9.727777778
1885,79.5,13,79,2,Monday,3,9.733333333
1886,79.54166667,14,79,2,Monday,3,9.733333333
1887,79.58333333,15,79,2,Monday,3,9.738888889
1888,79.625,16,79,2,Monday,3,9.744444444
1889,79.66666667,17,79,2,Monday,3,9.75
1890,79.70833333,18,79,2,Monday,3,9.75
1891,79.75,19,79,2,Monday,3,9.755555556
1892,79.79166667,20,79,2,Monday,3,9.755555556
1893,79.83333333,21,79,2,Monday,3,9.761111111
1894,79.875,22,79,2,Monday,3,9.761111111
1895,79.91666667,23,79,2,Monday,3,9.761111111
1896,79.95833333,24,79,2,Monday,3,9.761111111
1897,80,1,80,3,Tuesday,3,9.761111111
1898,80.04166667,2,80,3,Tuesday,3,9.766666667
1899,80.08333333,3,80,3,Tuesday,3,9.766666667
1900,80.125,4,80,3,Tuesday,3,9.766666667
1901,80.16666667,5,80,3,Tuesday,3,9.766666667
1902,80.20833333,6,80,3,Tuesday,3,9.761111111
1903,80.25,7,80,3,Tuesday,3,9.761111111
1904,80.29166667,8,80,3,Tuesday,3,9.761111111
1905,80.33333333,9,80,3,Tuesday,3,9.761111111
1906,80.375,10,80,3,Tuesday,3,9.761111111
1907,80.41666667,11,80,3,Tuesday,3,9.766666667
1908,80.45833333,12,80,3,Tuesday,3,9.766666667
1909,80.5,13,80,3,Tuesday,3,9.766666667
1910,80.54166667,14,80,3,Tuesday,3,9.772222222
1911,80.58333333,15,80,3,Tuesday,3,9.777777778
1912,80.625,16,80,3,Tuesday,3,9.783333333
1913,80.66666667,17,80,3,Tuesday,3,9.788888889
1914,80.70833333,18,80,3,Tuesday,3,9.794444444
1915,80.75,19,80,3,Tuesday,3,9.794444444
1916,80.79166667,20,80,3,Tuesday,3,9.8
1917,80.83333333,21,80,3,Tuesday,3,9.8
1918,80.875,22,80,3,Tuesday,3,9.8
1919,80.91666667,23,80,3,Tuesday,3,9.8
1920,80.95833333,24,80,3,Tuesday,3,9.8
1921,81,1,81,4,Wednesday,3,9.8
1922,81.04166667,2,81,4,Wednesday,3,9.8
1923,81.08333333,3,81,4,Wednesday,3,9.8
1924,81.125,4,81,4,Wednesday,3,9.794444444
1925,81.16666667,5,81,4,Wednesday,3,9.794444444
1926,81.20833333,6,81,4,Wednesday,3,9.794444444
1927,81.25,7,81,4,Wednesday,3,9.788888889
1928,81.29166667,8,81,4,Wednesday,3,9.788888889
1929,81.33333333,9,81,4,Wednesday,3,9.783333333
1930,81.375,10,81,4,Wednesday,3,9.777777778
1931,81.41666667,11,81,4,Wednesday,3,9.777777778
1932,81.45833333,12,81,4,Wednesday,3,9.777777778
1933,81.5,13,81,4,Wednesday,3,9.772222222
1934,81.54166667,14,81,4,Wednesday,3,9.772222222
1935,81.58333333,15,81,4,Wednesday,3,9.766666667
1936,81.625,16,81,4,Wednesday,3,9.761111111
1937,81.66666667,17,81,4,Wednesday,3,9.761111111
1938,81.70833333,18,81,4,Wednesday,3,9.755555556
1939,81.75,19,81,4,Wednesday,3,9.755555556
1940,81.79166667,20,81,4,Wednesday,3,9.755555556
1941,81.83333333,21,81,4,Wednesday,3,9.755555556
1942,81.875,22,81,4,Wednesday,3,9.755555556
1943,81.91666667,23,81,4,Wednesday,3,9.755555556
1944,81.95833333,24,81,4,Wednesday,3,9.755555556
1945,82,1,82,5,Thursday,3,9.755555556
1946,82.04166667,2,82,5,Thursday,3,9.755555556
1947,82.08333333,3,82,5,Thursday,3,9.755555556
1948,82.125,4,82,5,Thursday,3,9.755555556
1949,82.16666667,5,82,5,Thursday,3,9.755555556
1950,82.20833333,6,82,5,Thursday,3,9.755555556
1951,82.25,7,82,5,Thursday,3,9.75
1952,82.29166667,8,82,5,Thursday,3,9.755555556
1953,82.33333333,9,82,5,Thursday,3,9.755555556
1954,82.375,10,82,5,Thursday,3,9.755555556
1955,82.41666667,11,82,5,Thursday,3,9.755555556
1956,82.45833333,12,82,5,Thursday,3,9.755555556
1957,82.5,13,82,5,Thursday,3,9.75
1958,82.54166667,14,82,5,Thursday,3,9.755555556
1959,82.58333333,15,82,5,Thursday,3,9.755555556
1960,82.625,16,82,5,Thursday,3,9.755555556
1961,82.66666667,17,82,5,Thursday,3,9.755555556
1962,82.70833333,18,82,5,Thursday,3,9.755555556
1963,82.75,19,82,5,Thursday,3,9.75
1964,82.79166667,20,82,5,Thursday,3,9.75
1965,82.83333333,21,82,5,Thursday,3,9.75
1966,82.875,22,82,5,Thursday,3,9.744444444
1967,82.91666667,23,82,5,Thursday,3,9.744444444
1968,82.95833333,24,82,5,Thursday,3,9.744444444
1969,83,1,83,6,Friday,3,9.744444444
1970,83.04166667,2,83,6,Friday,3,9.738888889
1971,83.08333333,3,83,6,Friday,3,9.738888889
1972,83.125,4,83,6,Friday,3,9.733333333
1973,83.16666667,5,83,6,Friday,3,9.733333333
1974,83.20833333,6,83,6,Friday,3,9.727777778
1975,83.25,7,83,6,Friday,3,9.722222222
1976,83.29166667,8,83,6,Friday,3,9.722222222
1977,83.33333333,9,83,6,Friday,3,9.722222222
1978,83.375,10,83,6,Friday,3,9.716666667
1979,83.41666667,11,83,6,Friday,3,9.716666667
1980,83.45833333,12,83,6,Friday,3,9.716666667
1981,83.5,13,83,6,Friday,3,9.711111111
1982,83.54166667,14,83,6,Friday,3,9.711111111
1983,83.58333333,15,83,6,Friday,3,9.711111111
1984,83.625,16,83,6,Friday,3,9.711111111
1985,83.66666667,17,83,6,Friday,3,9.711111111
1986,83.70833333,18,83,6,Friday,3,9.711111111
1987,83.75,19,83,6,Friday,3,9.711111111
1988,83.79166667,20,83,6,Friday,3,9.711111111
1989,83.83333333,21,83,6,Friday,3,9.705555556
1990,83.875,22,83,6,Friday,3,9.705555556
1991,83.91666667,23,83,6,Friday,3,9.7
1992,83.95833333,24,83,6,Friday,3,9.7
1993,84,1,84,7,Saturday,3,9.694444444
1994,84.04166667,2,84,7,Saturday,3,9.694444444
1995,84.08333333,3,84,7,Saturday,3,9.688888889
1996,84.125,4,84,7,Saturday,3,9.688888889
1997,84.16666667,5,84,7,Saturday,3,9.683333333
1998,84.20833333,6,84,7,Saturday,3,9.677777778
1999,84.25,7,84,7,Saturday,3,9.677777778
2000,84.29166667,8,84,7,Saturday,3,9.672222222
2001,84.33333333,9,84,7,Saturday,3,9.672222222
2002,84.375,10,84,7,Saturday,3,9.672222222
2003,84.41666667,11,84,7,Saturday,3,9.672222222
2004,84.45833333,12,84,7,Saturday,3,9.672222222
2005,84.5,13,84,7,Saturday,3,9.672222222
2006,84.54166667,14,84,7,Saturday,3,9.677777778
2007,84.58333333,15,84,7,Saturday,3,9.677777778
2008,84.625,16,84,7,Saturday,3,9.683333333
2009,84.66666667,17,84,7,Saturday,3,9.683333333
2010,84.70833333,18,84,7,Saturday,3,9.688888889
2011,84.75,19,84,7,Saturday,3,9.688888889
2012,84.79166667,20,84,7,Saturday,3,9.688888889
2013,84.83333333,21,84,7,Saturday,3,9.694444444
2014,84.875,22,84,7,Saturday,3,9.694444444
2015,84.91666667,23,84,7,Saturday,3,9.694444444
2016,84.95833333,24,84,7,Saturday,3,9.694444444
2017,85,1,85,1,Sunday,3,9.694444444
2018,85.04166667,2,85,1,Sunday,3,9.694444444
2019,85.08333333,3,85,1,Sunday,3,9.694444444
2020,85.125,4,85,1,Sunday,3,9.688888889
2021,85.16666667,5,85,1,Sunday,3,9.688888889
2022,85.20833333,6,85,1,Sunday,3,9.688888889
2023,85.25,7,85,1,Sunday,3,9.688888889
2024,85.29166667,8,85,1,Sunday,3,9.688888889
2025,85.33333333,9,85,1,Sunday,3,9.694444444
2026,85.375,10,85,1,Sunday,3,9.694444444
2027,85.41666667,11,85,1,Sunday,3,9.7
2028,85.45833333,12,85,1,Sunday,3,9.7
2029,85.5,13,85,1,Sunday,3,9.7
2030,85.54166667,14,85,1,Sunday,3,9.705555556
2031,85.58333333,15,85,1,Sunday,3,9.705555556
2032,85.625,16,85,1,Sunday,3,9.705555556
2033,85.66666667,17,85,1,Sunday,3,9.711111111
2034,85.70833333,18,85,1,Sunday,3,9.711111111
2035,85.75,19,85,1,Sunday,3,9.716666667
2036,85.79166667,20,85,1,Sunday,3,9.716666667
2037,85.83333333,21,85,1,Sunday,3,9.722222222
2038,85.875,22,85,1,Sunday,3,9.722222222
2039,85.91666667,23,85,1,Sunday,3,9.722222222
2040,85.95833333,24,85,1,Sunday,3,9.722222222
2041,86,1,86,2,Monday,3,9.722222222
2042,86.04166667,2,86,2,Monday,3,9.727777778
2043,86.08333333,3,86,2,Monday,3,9.727777778
2044,86.125,4,86,2,Monday,3,9.727777778
2045,86.16666667,5,86,2,Monday,3,9.727777778
2046,86.20833333,6,86,2,Monday,3,9.727777778
2047,86.25,7,86,2,Monday,3,9.727777778
2048,86.29166667,8,86,2,Monday,3,9.727777778
2049,86.33333333,9,86,2,Monday,3,9.727777778
2050,86.375,10,86,2,Monday,3,9.727777778
2051,86.41666667,11,86,2,Monday,3,9.733333333
2052,86.45833333,12,86,2,Monday,3,9.733333333
2053,86.5,13,86,2,Monday,3,9.738888889
2054,86.54166667,14,86,2,Monday,3,9.738888889
2055,86.58333333,15,86,2,Monday,3,9.738888889
2056,86.625,16,86,2,Monday,3,9.744444444
2057,86.66666667,17,86,2,Monday,3,9.744444444
2058,86.70833333,18,86,2,Monday,3,9.744444444
2059,86.75,19,86,2,Monday,3,9.75
2060,86.79166667,20,86,2,Monday,3,9.75
2061,86.83333333,21,86,2,Monday,3,9.755555556
2062,86.875,22,86,2,Monday,3,9.755555556
2063,86.91666667,23,86,2,Monday,3,9.761111111
2064,86.95833333,24,86,2,Monday,3,9.761111111
2065,87,1,87,3,Tuesday,3,9.761111111
2066,87.04166667,2,87,3,Tuesday,3,9.761111111
2067,87.08333333,3,87,3,Tuesday,3,9.761111111
2068,87.125,4,87,3,Tuesday,3,9.761111111
2069,87.16666667,5,87,3,Tuesday,3,9.761111111
2070,87.20833333,6,87,3,Tuesday,3,9.761111111
2071,87.25,7,87,3,Tuesday,3,9.761111111
2072,87.29166667,8,87,3,Tuesday,3,9.761111111
2073,87.33333333,9,87,3,Tuesday,3,9.766666667
2074,87.375,10,87,3,Tuesday,3,9.766666667
2075,87.41666667,11,87,3,Tuesday,3,9.772222222
2076,87.45833333,12,87,3,Tuesday,3,9.777777778
2077,87.5,13,87,3,Tuesday,3,9.777777778
2078,87.54166667,14,87,3,Tuesday,3,9.783333333
2079,87.58333333,15,87,3,Tuesday,3,9.783333333
2080,87.625,16,87,3,Tuesday,3,9.788888889
2081,87.66666667,17,87,3,Tuesday,3,9.794444444
2082,87.70833333,18,87,3,Tuesday,3,9.794444444
2083,87.75,19,87,3,Tuesday,3,9.8
2084,87.79166667,20,87,3,Tuesday,3,9.8
2085,87.83333333,21,87,3,Tuesday,3,9.805555556
2086,87.875,22,87,3,Tuesday,3,9.805555556
2087,87.91666667,23,87,3,Tuesday,3,9.811111111
2088,87.95833333,24,87,3,Tuesday,3,9.811111111
2089,88,1,88,4,Wednesday,3,9.816666667
2090,88.04166667,2,88,4,Wednesday,3,9.816666667
2091,88.08333333,3,88,4,Wednesday,3,9.822222222
2092,88.125,4,88,4,Wednesday,3,9.827777778
2093,88.16666667,5,88,4,Wednesday,3,9.827777778
2094,88.20833333,6,88,4,Wednesday,3,9.833333333
2095,88.25,7,88,4,Wednesday,3,9.833333333
2096,88.29166667,8,88,4,Wednesday,3,9.838888889
2097,88.33333333,9,88,4,Wednesday,3,9.844444444
2098,88.375,10,88,4,Wednesday,3,9.844444444
2099,88.41666667,11,88,4,Wednesday,3,9.85
2100,88.45833333,12,88,4,Wednesday,3,9.85
2101,88.5,13,88,4,Wednesday,3,9.85
2102,88.54166667,14,88,4,Wednesday,3,9.85
2103,88.58333333,15,88,4,Wednesday,3,9.85
2104,88.625,16,88,4,Wednesday,3,9.85
2105,88.66666667,17,88,4,Wednesday,3,9.855555556
2106,88.70833333,18,88,4,Wednesday,3,9.855555556
2107,88.75,19,88,4,Wednesday,3,9.855555556
2108,88.79166667,20,88,4,Wednesday,3,9.855555556
2109,88.83333333,21,88,4,Wednesday,3,9.861111111
2110,88.875,22,88,4,Wednesday,3,9.861111111
2111,88.91666667,23,88,4,Wednesday,3,9.861111111
2112,88.95833333,24,88,4,Wednesday,3,9.866666667
2113,89,1,89,5,Thursday,3,9.866666667
2114,89.04166667,2,89,5,Thursday,3,9.872222222
2115,89.08333333,3,89,5,Thursday,3,9.872222222
2116,89.125,4,89,5,Thursday,3,9.877777778
2117,89.16666667,5,89,5,Thursday,3,9.877777778
2118,89.20833333,6,89,5,Thursday,3,9.883333333
2119,89.25,7,89,5,Thursday,3,9.883333333
2120,89.29166667,8,89,5,Thursday,3,9.888888889
2121,89.33333333,9,89,5,Thursday,3,9.894444444
2122,89.375,10,89,5,Thursday,3,9.9
2123,89.41666667,11,89,5,Thursday,3,9.9
2124,89.45833333,12,89,5,Thursday,3,9.905555556
2125,89.5,13,89,5,Thursday,3,9.905555556
2126,89.54166667,14,89,5,Thursday,3,9.911111111
2127,89.58333333,15,89,5,Thursday,3,9.911111111
2128,89.625,16,89,5,Thursday,3,9.916666667
2129,89.66666667,17,89,5,Thursday,3,9.916666667
2130,89.70833333,18,89,5,Thursday,3,9.922222222
2131,89.75,19,89,5,Thursday,3,9.927777778
2132,89.79166667,20,89,5,Thursday,3,9.927777778
2133,89.83333333,21,89,5,Thursday,3,9.933333333
2134,89.875,22,89,5,Thursday,3,9.938888889
2135,89.91666667,23,89,5,Thursday,3,9.938888889
2136,89.95833333,24,89,5,Thursday,3,9.944444444
2137,90,1,90,6,Friday,3,9.944444444
2138,90.04166667,2,90,6,Friday,3,9.95
2139,90.08333333,3,90,6,Friday,3,9.955555556
2140,90.125,4,90,6,Friday,3,9.955555556
2141,90.16666667,5,90,6,Friday,3,9.961111111
2142,90.20833333,6,90,6,Friday,3,9.961111111
2143,90.25,7,90,6,Friday,3,9.966666667
2144,90.29166667,8,90,6,Friday,3,9.972222222
2145,90.33333333,9,90,6,Friday,3,9.977777778
2146,90.375,10,90,6,Friday,3,9.983333333
2147,90.41666667,11,90,6,Friday,3,9.988888889
2148,90.45833333,12,90,6,Friday,3,9.988888889
2149,90.5,13,90,6,Friday,3,9.994444444
2150,90.54166667,14,90,6,Friday,3,9.994444444
2151,90.58333333,15,90,6,Friday,3,10
2152,90.625,16,90,6,Friday,3,10
2153,90.66666667,17,90,6,Friday,3,10
2154,90.70833333,18,90,6,Friday,3,10.00555556
2155,90.75,19,90,6,Friday,3,10.01111111
2156,90.79166667,20,90,6,Friday,3,10.01111111
2157,90.83333333,21,90,6,Friday,3,10.01666667
2158,90.875,22,90,6,Friday,3,10.02222222
2159,90.91666667,23,90,6,Friday,3,10.02222222
2160,90.95833333,24,90,6,Friday,3,10.02777778
2161,91,1,91,7,Saturday,3,10.02777778
2162,91.04166667,2,91,7,Saturday,3,10.03333333
2163,91.08333333,3,91,7,Saturday,3,10.03333333
2164,91.125,4,91,7,Saturday,3,10.03888889
2165,91.16666667,5,91,7,Saturday,3,10.03888889
2166,91.20833333,6,91,7,Saturday,3,10.04444444
2167,91.25,7,91,7,Saturday,3,10.05
2168,91.29166667,8,91,7,Saturday,3,10.05555556
2169,91.33333333,9,91,7,Saturday,3,10.06111111
2170,91.375,10,91,7,Saturday,3,10.06666667
2171,91.41666667,11,91,7,Saturday,3,10.07777778
2172,91.45833333,12,91,7,Saturday,3,10.08888889
2173,91.5,13,91,7,Saturday,3,10.1
2174,91.54166667,14,91,7,Saturday,3,10.11111111
2175,91.58333333,15,91,7,Saturday,3,10.12222222
2176,91.625,16,91,7,Saturday,3,10.13333333
2177,91.66666667,17,91,7,Saturday,3,10.15
2178,91.70833333,18,91,7,Saturday,3,10.16111111
2179,91.75,19,91,7,Saturday,3,10.17222222
2180,91.79166667,20,91,7,Saturday,3,10.18333333
2181,91.83333333,21,91,7,Saturday,3,10.19444444
2182,91.875,22,91,7,Saturday,3,10.21111111
2183,91.91666667,23,91,7,Saturday,3,10.22222222
2184,91.95833333,24,91,7,Saturday,3,10.22777778
2185,92,1,92,1,Sunday,4,10.23333333
2186,92.04166667,2,92,1,Sunday,4,10.24444444
2187,92.08333333,3,92,1,Sunday,4,10.25
2188,92.125,4,92,1,Sunday,4,10.26111111
2189,92.16666667,5,92,1,Sunday,4,10.26666667
2190,92.20833333,6,92,1,Sunday,4,10.27777778
2191,92.25,7,92,1,Sunday,4,10.28333333
2192,92.29166667,8,92,1,Sunday,4,10.28888889
2193,92.33333333,9,92,1,Sunday,4,10.3
2194,92.375,10,92,1,Sunday,4,10.30555556
2195,92.41666667,11,92,1,Sunday,4,10.31111111
2196,92.45833333,12,92,1,Sunday,4,10.32222222
2197,92.5,13,92,1,Sunday,4,10.32777778
2198,92.54166667,14,92,1,Sunday,4,10.33888889
2199,92.58333333,15,92,1,Sunday,4,10.35
2200,92.625,16,92,1,Sunday,4,10.35555556
2201,92.66666667,17,92,1,Sunday,4,10.36666667
2202,92.70833333,18,92,1,Sunday,4,10.37777778
2203,92.75,19,92,1,Sunday,4,10.38333333
2204,92.79166667,20,92,1,Sunday,4,10.39444444
2205,92.83333333,21,92,1,Sunday,4,10.4
2206,92.875,22,92,1,Sunday,4,10.40555556
2207,92.91666667,23,92,1,Sunday,4,10.41666667
2208,92.95833333,24,92,1,Sunday,4,10.42222222
2209,93,1,93,2,Monday,4,10.42777778
2210,93.04166667,2,93,2,Monday,4,10.43333333
2211,93.08333333,3,93,2,Monday,4,10.43888889
2212,93.125,4,93,2,Monday,4,10.45
2213,93.16666667,5,93,2,Monday,4,10.45555556
2214,93.20833333,6,93,2,Monday,4,10.46111111
2215,93.25,7,93,2,Monday,4,10.46666667
2216,93.29166667,8,93,2,Monday,4,10.47222222
2217,93.33333333,9,93,2,Monday,4,10.47222222
2218,93.375,10,93,2,Monday,4,10.47777778
2219,93.41666667,11,93,2,Monday,4,10.48333333
2220,93.45833333,12,93,2,Monday,4,10.48888889
2221,93.5,13,93,2,Monday,4,10.49444444
2222,93.54166667,14,93,2,Monday,4,10.5
2223,93.58333333,15,93,2,Monday,4,10.50555556
2224,93.625,16,93,2,Monday,4,10.51111111
2225,93.66666667,17,93,2,Monday,4,10.51666667
2226,93.70833333,18,93,2,Monday,4,10.52222222
2227,93.75,19,93,2,Monday,4,10.52777778
2228,93.79166667,20,93,2,Monday,4,10.53888889
2229,93.83333333,21,93,2,Monday,4,10.53888889
2230,93.875,22,93,2,Monday,4,10.54444444
2231,93.91666667,23,93,2,Monday,4,10.55
2232,93.95833333,24,93,2,Monday,4,10.55555556
2233,94,1,94,3,Tuesday,4,10.56111111
2234,94.04166667,2,94,3,Tuesday,4,10.56666667
2235,94.08333333,3,94,3,Tuesday,4,10.56666667
2236,94.125,4,94,3,Tuesday,4,10.57222222
2237,94.16666667,5,94,3,Tuesday,4,10.57777778
2238,94.20833333,6,94,3,Tuesday,4,10.58333333
2239,94.25,7,94,3,Tuesday,4,10.58888889
2240,94.29166667,8,94,3,Tuesday,4,10.59444444
2241,94.33333333,9,94,3,Tuesday,4,10.6
2242,94.375,10,94,3,Tuesday,4,10.60555556
2243,94.41666667,11,94,3,Tuesday,4,10.61111111
2244,94.45833333,12,94,3,Tuesday,4,10.61666667
2245,94.5,13,94,3,Tuesday,4,10.62222222
2246,94.54166667,14,94,3,Tuesday,4,10.62777778
2247,94.58333333,15,94,3,Tuesday,4,10.63333333
2248,94.625,16,94,3,Tuesday,4,10.63888889
2249,94.66666667,17,94,3,Tuesday,4,10.64444444
2250,94.70833333,18,94,3,Tuesday,4,10.65
2251,94.75,19,94,3,Tuesday,4,10.65555556
2252,94.79166667,20,94,3,Tuesday,4,10.66111111
2253,94.83333333,21,94,3,Tuesday,4,10.66666667
2254,94.875,22,94,3,Tuesday,4,10.66666667
2255,94.91666667,23,94,3,Tuesday,4,10.67222222
2256,94.95833333,24,94,3,Tuesday,4,10.67777778
2257,95,1,95,4,Wednesday,4,10.68333333
2258,95.04166667,2,95,4,Wednesday,4,10.68333333
2259,95.08333333,3,95,4,Wednesday,4,10.68888889
2260,95.125,4,95,4,Wednesday,4,10.69444444
2261,95.16666667,5,95,4,Wednesday,4,10.7
2262,95.20833333,6,95,4,Wednesday,4,10.7
2263,95.25,7,95,4,Wednesday,4,10.70555556
2264,95.29166667,8,95,4,Wednesday,4,10.71111111
2265,95.33333333,9,95,4,Wednesday,4,10.71666667
2266,95.375,10,95,4,Wednesday,4,10.71666667
2267,95.41666667,11,95,4,Wednesday,4,10.72222222
2268,95.45833333,12,95,4,Wednesday,4,10.72777778
2269,95.5,13,95,4,Wednesday,4,10.72777778
2270,95.54166667,14,95,4,Wednesday,4,10.72777778
2271,95.58333333,15,95,4,Wednesday,4,10.72777778
2272,95.625,16,95,4,Wednesday,4,10.72777778
2273,95.66666667,17,95,4,Wednesday,4,10.72777778
2274,95.70833333,18,95,4,Wednesday,4,10.72777778
2275,95.75,19,95,4,Wednesday,4,10.72777778
2276,95.79166667,20,95,4,Wednesday,4,10.72777778
2277,95.83333333,21,95,4,Wednesday,4,10.72777778
2278,95.875,22,95,4,Wednesday,4,10.72777778
2279,95.91666667,23,95,4,Wednesday,4,10.73333333
2280,95.95833333,24,95,4,Wednesday,4,10.73333333
2281,96,1,96,5,Thursday,4,10.73333333
2282,96.04166667,2,96,5,Thursday,4,10.73333333
2283,96.08333333,3,96,5,Thursday,4,10.73888889
2284,96.125,4,96,5,Thursday,4,10.73888889
2285,96.16666667,5,96,5,Thursday,4,10.73888889
2286,96.20833333,6,96,5,Thursday,4,10.74444444
2287,96.25,7,96,5,Thursday,4,10.75
2288,96.29166667,8,96,5,Thursday,4,10.75
2289,96.33333333,9,96,5,Thursday,4,10.75555556
2290,96.375,10,96,5,Thursday,4,10.76111111
2291,96.41666667,11,96,5,Thursday,4,10.77222222
2292,96.45833333,12,96,5,Thursday,4,10.77777778
2293,96.5,13,96,5,Thursday,4,10.78333333
2294,96.54166667,14,96,5,Thursday,4,10.78888889
2295,96.58333333,15,96,5,Thursday,4,10.8
2296,96.625,16,96,5,Thursday,4,10.81111111
2297,96.66666667,17,96,5,Thursday,4,10.81666667
2298,96.70833333,18,96,5,Thursday,4,10.82222222
2299,96.75,19,96,5,Thursday,4,10.82777778
2300,96.79166667,20,96,5,Thursday,4,10.83333333
2301,96.83333333,21,96,5,Thursday,4,10.83888889
2302,96.875,22,96,5,Thursday,4,10.84444444
2303,96.91666667,23,96,5,Thursday,4,10.85
2304,96.95833333,24,96,5,Thursday,4,10.85555556
2305,97,1,97,6,Friday,4,10.86111111
2306,97.04166667,2,97,6,Friday,4,10.86666667
2307,97.08333333,3,97,6,Friday,4,10.86666667
2308,97.125,4,97,6,Friday,4,10.87222222
2309,97.16666667,5,97,6,Friday,4,10.87222222
2310,97.20833333,6,97,6,Friday,4,10.87777778
2311,97.25,7,97,6,Friday,4,10.88333333
2312,97.29166667,8,97,6,Friday,4,10.88888889
2313,97.33333333,9,97,6,Friday,4,10.89444444
2314,97.375,10,97,6,Friday,4,10.90555556
2315,97.41666667,11,97,6,Friday,4,10.91111111
2316,97.45833333,12,97,6,Friday,4,10.91666667
2317,97.5,13,97,6,Friday,4,10.92777778
2318,97.54166667,14,97,6,Friday,4,10.93333333
2319,97.58333333,15,97,6,Friday,4,10.93888889
2320,97.625,16,97,6,Friday,4,10.94444444
2321,97.66666667,17,97,6,Friday,4,10.95555556
2322,97.70833333,18,97,6,Friday,4,10.96111111
2323,97.75,19,97,6,Friday,4,10.96666667
2324,97.79166667,20,97,6,Friday,4,10.97222222
2325,97.83333333,21,97,6,Friday,4,10.97777778
2326,97.875,22,97,6,Friday,4,10.98333333
2327,97.91666667,23,97,6,Friday,4,10.98888889
2328,97.95833333,24,97,6,Friday,4,10.99444444
2329,98,1,98,7,Saturday,4,11
2330,98.04166667,2,98,7,Saturday,4,11.00555556
2331,98.08333333,3,98,7,Saturday,4,11.01111111
2332,98.125,4,98,7,Saturday,4,11.01666667
2333,98.16666667,5,98,7,Saturday,4,11.02222222
2334,98.20833333,6,98,7,Saturday,4,11.02777778
2335,98.25,7,98,7,Saturday,4,11.03333333
2336,98.29166667,8,98,7,Saturday,4,11.03888889
2337,98.33333333,9,98,7,Saturday,4,11.04444444
2338,98.375,10,98,7,Saturday,4,11.05555556
2339,98.41666667,11,98,7,Saturday,4,11.06111111
2340,98.45833333,12,98,7,Saturday,4,11.06666667
2341,98.5,13,98,7,Saturday,4,11.06666667
2342,98.54166667,14,98,7,Saturday,4,11.07222222
2343,98.58333333,15,98,7,Saturday,4,11.07777778
2344,98.625,16,98,7,Saturday,4,11.08333333
2345,98.66666667,17,98,7,Saturday,4,11.08888889
2346,98.70833333,18,98,7,Saturday,4,11.09444444
2347,98.75,19,98,7,Saturday,4,11.10555556
2348,98.79166667,20,98,7,Saturday,4,11.11111111
2349,98.83333333,21,98,7,Saturday,4,11.11666667
