Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),LIVING:Zone Mean Air Temperature [C](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly),FAN:Fan Electricity Rate [W](Hourly),HEATING_FUEL_MAIN:Heating Coil NaturalGas Rate [W](Hourly),HEATING_FUEL_MAIN:Heating Coil Electricity Rate [W](Hourly)
 12/25  14:00:00,4.0,20.229493807046094,20.880018792876538,36.78298033454153,3711.767099911449,0.0
 12/25  15:00:00,5.0,20.235162012500226,21.863226715620577,31.49610851394911,3178.869165102591,0.0
 12/25  16:00:00,4.0,20.211301837080505,19.88689098749143,37.58853007140558,3793.418873292359,0.0
 12/25  17:00:00,3.0,20.211907350557507,18.608454388836563,39.318712640848055,3971.6352378587458,0.0
 12/25  18:00:00,3.0,20.214859183636804,16.804875382313348,40.47035320454349,4087.5034896891193,0.0
 12/25  19:00:00,1.0,20.20724189735582,17.430301484943993,44.820226179842535,4526.069053675592,0.0
 12/25  20:00:00,1.0,20.21444915493745,17.38254095272379,45.43194113933551,4588.219313059062,0.0
 12/25  21:00:00,1.7,20.2193720324129,17.745089576891658,44.42770177297852,4485.02811747369,0.0
 12/25  22:00:00,2.0,20.219545246641673,17.919360541191296,44.21132547156118,4462.35612097207,0.0
 12/25  23:00:00,2.0,18.731969303386737,18.068816602028267,26.272573842103085,2651.822624548684,0.0
 12/25  24:00:00,2.0,18.570959667721045,17.929414965144517,27.04024396035815,2872.4761203825924,0.0
 12/26  01:00:00,3.0,18.55517249131581,18.04334704165409,26.714934649417135,2853.283415399945,0.0
 12/26  02:00:00,3.0,18.549804553426547,17.21383939185523,28.34778250518411,3029.800718162593,0.0
 12/26  03:00:00,2.0,18.546222012360538,17.927791095075307,30.319685514014473,3241.0429395619544,0.0
 12/26  04:00:00,3.0,18.552790435016806,17.062036166078332,29.82810552128035,3188.814995220455,0.0
 12/26  05:00:00,2.0,18.546562290626625,16.979708666006907,32.05022551083609,3425.5660568922417,0.0
 12/26  06:00:00,2.0,19.914338962076652,15.9083399070045,50.28807783165843,5375.899262885567,0.0
 12/26  07:00:00,3.0,20.1710968012736,17.04472610223456,51.24596563144366,5228.851329891194,0.0
 12/26  08:00:00,3.0,20.219597184600175,17.69217155874515,47.976158200933455,4851.34382349155,0.0
 12/26  09:00:00,3.0,20.219752447313123,17.10567139996584,48.64290590187589,4910.357741477681,0.0
 12/26  10:00:00,2.0,20.220122195393138,18.83615788552736,47.64877011226949,4809.929473623993,0.0
 12/26  11:00:00,2.0,20.222846486092056,19.740708867936792,46.239765142721325,4667.62793732383,0.0
 12/26  12:00:00,3.0,20.225478203069965,20.636678347339515,43.34305676319873,4374.801605196078,0.0
 12/26  13:00:00,3.1,20.223514485149074,21.53664162614936,41.858891402897335,4224.602466604786,0.0
 12/26  14:00:00,3.0,20.22024059184751,21.711693349700443,41.49953909735068,4188.591141484577,0.0
 12/26  15:00:00,4.0,20.222612318958024,21.894428955321573,39.59898167518353,3997.2364470616562,0.0
 12/26  16:00:00,4.0,20.218860309234735,20.219663154581145,39.47201547548555,3984.676492557926,0.0
 12/26  17:00:00,4.0,20.217040433214823,19.515395553040495,39.873795578236525,4026.2074640994233,0.0
 12/26  18:00:00,4.0,20.21779007746795,19.34099712563808,40.271583124610736,4066.9720296378896,0.0
 12/26  19:00:00,4.0,20.218727096591127,19.214720664412155,40.559149457396416,4096.164702822911,0.0
 12/26  20:00:00,4.0,20.219126490345715,19.163194737412972,40.788417912490864,4119.374995834321,0.0
 12/26  21:00:00,4.0,20.219303961577243,19.131198198170555,41.000487667439586,4140.882427129214,0.0
 12/26  22:00:00,4.0,20.219392107317603,19.109803707037834,41.18888773356268,4159.9981274240145,0.0
 12/26  23:00:00,3.0,18.721783928411433,18.94734188642162,25.027979889788753,2527.823018456876,0.0
 12/26  24:00:00,4.0,18.573025490813084,17.942993993929065,24.70880464482048,2627.3569450228347,0.0
 12/27  01:00:00,3.0,18.54932119224507,18.532872788215492,27.27461948403347,2914.6685483275105,0.0
 12/27  02:00:00,3.0,18.548083856822934,17.437866392109285,29.104610345186927,3112.7292885388238,0.0
 12/27  03:00:00,3.0,18.55138624752109,18.229451095040805,29.080133550893397,3110.264805015993,0.0
 12/27  04:00:00,4.0,18.556836484865816,18.21594561628443,27.849878505209176,2978.381912769978,0.0
 12/27  05:00:00,3.0,18.549321557124987,18.310169006128394,29.874075104087623,3194.293488677654,0.0
 12/27  06:00:00,3.0,19.936717909422605,17.163530575917655,46.0552979834114,4925.731495367208,0.0
 12/27  07:00:00,3.0,20.17135695815879,18.336535932565404,49.35111959355189,5034.510836802461,0.0
 12/27  08:00:00,3.0,20.21467283419776,18.200945498509224,48.19911109140306,4876.734700635332,0.0
 12/27  09:00:00,3.0,20.21604702290123,18.37016828552905,49.576298320035754,5008.431278755277,0.0
 12/27  10:00:00,3.0,20.222696573292275,17.925196634455176,47.35380508399323,4782.94608949803,0.0
 12/27  11:00:00,3.0,20.22363025241337,19.830788219994037,45.18557633267192,4563.016415787295,0.0
 12/27  12:00:00,3.5,20.226867944214757,21.24363405871705,42.43883972927697,4285.609063715575,0.0
 12/27  13:00:00,4.0,20.233781808445755,24.8806337859817,36.4382308469539,3679.3477878722033,0.0
 12/27  14:00:00,5.0,20.22903755620745,23.93830376656122,31.458516498450667,3175.7853126431055,0.0
 12/27  15:00:00,4.0,20.213935730199115,22.58319748569381,33.561632516268986,3388.7327980214377,0.0
 12/27  16:00:00,4.0,20.210214297355783,22.15570833618156,35.913176751567406,3628.1021691855112,0.0
 12/27  17:00:00,3.0,20.21094248408241,20.296465542608377,38.35156694817435,3874.9567661715955,0.0
 12/27  18:00:00,3.0,20.213769961735533,19.743892866466638,39.11146242153369,3951.661097314756,0.0
 12/27  19:00:00,3.0,20.215846343336686,19.2656147964158,39.83620984344099,4024.5097429463585,0.0
 12/27  20:00:00,3.0,20.216585424078602,19.053210236655236,40.544991776144066,4095.8351654773355,0.0
 12/27  21:00:00,3.0,20.215582202458243,18.314713611695378,42.207932743411575,4263.729707179892,0.0
 12/27  22:00:00,3.0,20.21598003419958,18.66807231882126,43.26911203458322,4371.08390324693,0.0
 12/27  23:00:00,3.0,18.72692159874129,17.585364176689232,24.840029474560826,2509.325251870652,0.0
 12/27  24:00:00,3.0,18.57218759526876,18.348711438530017,25.275864380572386,2686.8921743885057,0.0
 12/28  01:00:00,2.0,18.54609031674965,18.01899688521465,28.863323851066934,3084.297916178732,0.0
 12/28  02:00:00,3.0,18.552566052058193,18.134633022831807,28.123397615848205,3007.4736450456853,0.0
 12/28  03:00:00,3.0,18.551142408729728,18.152718153925328,28.930963487114052,3093.3744273088246,0.0
 12/28  04:00:00,3.0,18.551422827483147,18.18145654012617,29.377637193897645,3140.9529925392403,0.0
 12/28  05:00:00,3.0,18.551343655179284,18.1850490315621,29.802520644954694,3186.5991650819274,0.0
 12/28  06:00:00,3.0,19.937757755101103,18.188209018162073,45.874848046862816,4905.41198829062,0.0
 12/28  07:00:00,2.0,20.163253712228887,17.038798188765952,53.30132847793294,5436.714430703097,0.0
 12/28  08:00:00,1.0,20.205877839300154,17.474766862329425,54.12231087623569,5476.3814189132345,0.0
 12/28  09:00:00,1.0,20.224187148043686,17.964192776140166,49.68490977731071,5018.746827282998,0.0
 12/28  10:00:00,3.0,20.237366451102446,20.41806792583327,41.320537018974576,4170.458207716574,0.0
 12/28  11:00:00,3.0,20.232516170885873,20.719994059626583,38.143353208008,3847.0603666727034,0.0
 12/28  12:00:00,4.0,20.22630518352334,20.93171164175298,36.47627187950929,3679.3130570115395,0.0
 12/28  13:00:00,5.0,20.231396322241416,22.718189127622622,32.040244286580986,3232.365798712876,0.0
 12/28  14:00:00,7.0,20.239615063485036,23.09530372639694,25.002836064809937,2521.816165584562,0.0
 12/28  15:00:00,7.0,20.22588136439335,22.984511320443,24.525074326377702,2472.8971687953344,0.0
 12/28  16:00:00,7.0,20.221003507794432,22.509149887674127,23.940590866778496,2415.112638178944,0.0
 12/28  17:00:00,6.0,20.209889415023877,19.652124940122963,28.350344345199684,2860.4648941211335,0.0
 12/28  18:00:00,4.0,20.20132778728037,16.957575052901106,35.49642546207164,3583.2923326563964,0.0
 12/28  19:00:00,3.0,20.20453456731012,16.824778708612996,39.52217919102179,3991.2752317985496,0.0
 12/28  20:00:00,5.0,20.22412927541765,15.310255650997265,36.60369845903043,3696.926684896626,0.0
 12/28  21:00:00,4.0,20.2149191719864,15.099478116978466,39.76210684067473,4013.8053261473124,0.0
 12/28  22:00:00,4.0,20.21218655105995,14.508616962728258,43.18295985028752,4361.0374703598445,0.0
 12/28  23:00:00,4.0,18.730788212011273,14.235200265665929,24.327922076413437,2457.319731475973,0.0
 12/28  24:00:00,3.4,18.574106926932924,14.180006089822584,25.613427785829458,2721.983238241532,0.0
