Hour_of_Year,Time_(HH:MM),Hr_of_Day,Day_of_Year,Day_of_Week,Day_Name,Month,Heat_Sch_1,Heat_Sch_2,Cool_Sch_1,Cool_Sch_2,DHW_Sch_1,DHW_Sch_2,Custom_1,Custom_2,Custom_3
1349,1900-02-26 04:00:00,5,57,1,Sunday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1350,1900-02-26 05:00:00,6,57,1,Sunday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1351,1900-02-26 06:00:00,7,57,1,Sunday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1352,1900-02-26 07:00:00,8,57,1,Sunday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1353,1900-02-26 08:00:00,9,57,1,Sunday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1354,1900-02-26 09:00:00,10,57,1,Sunday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1355,1900-02-26 10:00:00,11,57,1,Sunday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1356,1900-02-26 11:00:00,12,57,1,Sunday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1357,1900-02-26 12:00:00,13,57,1,Sunday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1358,1900-02-26 13:00:00,14,57,1,Sunday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1359,1900-02-26 14:00:00,15,57,1,Sunday,2,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1360,1900-02-26 15:00:00,16,57,1,Sunday,2,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1361,1900-02-26 16:00:00,17,57,1,Sunday,2,19.444444444444443,17.77777777777778,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1362,1900-02-26 17:00:00,18,57,1,Sunday,2,19.444444444444443,17.77777777777778,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1363,1900-02-26 18:00:00,19,57,1,Sunday,2,19.444444444444443,18.333333333333332,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1364,1900-02-26 19:00:00,20,57,1,Sunday,2,19.444444444444443,18.88888888888889,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1365,1900-02-26 20:00:00,21,57,1,Sunday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1366,1900-02-26 21:00:00,22,57,1,Sunday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1367,1900-02-26 22:00:00,23,57,1,Sunday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1368,1900-02-26 23:00:00,24,57,1,Sunday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1369,1900-02-27 00:00:00,1,58,2,Monday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1370,1900-02-27 01:00:00,2,58,2,Monday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1371,1900-02-27 02:00:00,3,58,2,Monday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1372,1900-02-27 03:00:00,4,58,2,Monday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1373,1900-02-27 04:00:00,5,58,2,Monday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1374,1900-02-27 05:00:00,6,58,2,Monday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1375,1900-02-27 06:00:00,7,58,2,Monday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1376,1900-02-27 07:00:00,8,58,2,Monday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1377,1900-02-27 08:00:00,9,58,2,Monday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1378,1900-02-27 09:00:00,10,58,2,Monday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1379,1900-02-27 10:00:00,11,58,2,Monday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1380,1900-02-27 11:00:00,12,58,2,Monday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1381,1900-02-27 12:00:00,13,58,2,Monday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1382,1900-02-27 13:00:00,14,58,2,Monday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1383,1900-02-27 14:00:00,15,58,2,Monday,2,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1384,1900-02-27 15:00:00,16,58,2,Monday,2,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1385,1900-02-27 16:00:00,17,58,2,Monday,2,19.444444444444443,17.77777777777778,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1386,1900-02-27 17:00:00,18,58,2,Monday,2,19.444444444444443,17.77777777777778,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1387,1900-02-27 18:00:00,19,58,2,Monday,2,19.444444444444443,18.333333333333332,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1388,1900-02-27 19:00:00,20,58,2,Monday,2,19.444444444444443,18.88888888888889,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1389,1900-02-27 20:00:00,21,58,2,Monday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1390,1900-02-27 21:00:00,22,58,2,Monday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1391,1900-02-27 22:00:00,23,58,2,Monday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1392,1900-02-27 23:00:00,24,58,2,Monday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1393,1900-02-28 00:00:00,1,59,3,Tuesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1394,1900-02-28 01:00:00,2,59,3,Tuesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1395,1900-02-28 02:00:00,3,59,3,Tuesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1396,1900-02-28 03:00:00,4,59,3,Tuesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1397,1900-02-28 04:00:00,5,59,3,Tuesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1398,1900-02-28 05:00:00,6,59,3,Tuesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1399,1900-02-28 06:00:00,7,59,3,Tuesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1400,1900-02-28 07:00:00,8,59,3,Tuesday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1401,1900-02-28 08:00:00,9,59,3,Tuesday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1402,1900-02-28 09:00:00,10,59,3,Tuesday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1403,1900-02-28 10:00:00,11,59,3,Tuesday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1404,1900-02-28 11:00:00,12,59,3,Tuesday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1405,1900-02-28 12:00:00,13,59,3,Tuesday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1406,1900-02-28 13:00:00,14,59,3,Tuesday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1407,1900-02-28 14:00:00,15,59,3,Tuesday,2,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1408,1900-02-28 15:00:00,16,59,3,Tuesday,2,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1409,1900-02-28 16:00:00,17,59,3,Tuesday,2,19.444444444444443,17.77777777777778,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1410,1900-02-28 17:00:00,18,59,3,Tuesday,2,19.444444444444443,17.77777777777778,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1411,1900-02-28 18:00:00,19,59,3,Tuesday,2,19.444444444444443,18.333333333333332,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1412,1900-02-28 19:00:00,20,59,3,Tuesday,2,19.444444444444443,18.88888888888889,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1413,1900-02-28 20:00:00,21,59,3,Tuesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1414,1900-02-28 21:00:00,22,59,3,Tuesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1415,1900-02-28 22:00:00,23,59,3,Tuesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1416,1900-02-28 23:00:00,24,59,3,Tuesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1417,1900-02-28 00:00:00,1,60,4,Wednesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1418,1900-02-28 01:00:00,2,60,4,Wednesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1419,1900-02-28 02:00:00,3,60,4,Wednesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1420,1900-02-28 03:00:00,4,60,4,Wednesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1421,1900-02-28 04:00:00,5,60,4,Wednesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1422,1900-02-28 05:00:00,6,60,4,Wednesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1423,1900-02-28 06:00:00,7,60,4,Wednesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1424,1900-02-28 07:00:00,8,60,4,Wednesday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1425,1900-02-28 08:00:00,9,60,4,Wednesday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1426,1900-02-28 09:00:00,10,60,4,Wednesday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1427,1900-02-28 10:00:00,11,60,4,Wednesday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1428,1900-02-28 11:00:00,12,60,4,Wednesday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1429,1900-02-28 12:00:00,13,60,4,Wednesday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1430,1900-02-28 13:00:00,14,60,4,Wednesday,2,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1431,1900-02-28 14:00:00,15,60,4,Wednesday,2,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1432,1900-02-28 15:00:00,16,60,4,Wednesday,2,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1433,1900-02-28 16:00:00,17,60,4,Wednesday,2,19.444444444444443,17.77777777777778,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1434,1900-02-28 17:00:00,18,60,4,Wednesday,2,19.444444444444443,17.77777777777778,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1435,1900-02-28 18:00:00,19,60,4,Wednesday,2,19.444444444444443,18.333333333333332,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1436,1900-02-28 19:00:00,20,60,4,Wednesday,2,19.444444444444443,18.88888888888889,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1437,1900-02-28 20:00:00,21,60,4,Wednesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1438,1900-02-28 21:00:00,22,60,4,Wednesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1439,1900-02-28 22:00:00,23,60,4,Wednesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1440,1900-02-28 23:00:00,24,60,4,Wednesday,2,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1441,1900-03-01 00:00:00,1,61,5,Thursday,3,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1442,1900-03-01 01:00:00,2,61,5,Thursday,3,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1443,1900-03-01 02:00:00,3,61,5,Thursday,3,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1444,1900-03-01 03:00:00,4,61,5,Thursday,3,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1445,1900-03-01 04:00:00,5,61,5,Thursday,3,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1446,1900-03-01 05:00:00,6,61,5,Thursday,3,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1447,1900-03-01 06:00:00,7,61,5,Thursday,3,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1448,1900-03-01 07:00:00,8,61,5,Thursday,3,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1449,1900-03-01 08:00:00,9,61,5,Thursday,3,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1450,1900-03-01 09:00:00,10,61,5,Thursday,3,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1451,1900-03-01 10:00:00,11,61,5,Thursday,3,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1452,1900-03-01 11:00:00,12,61,5,Thursday,3,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1453,1900-03-01 12:00:00,13,61,5,Thursday,3,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1454,1900-03-01 13:00:00,14,61,5,Thursday,3,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1455,1900-03-01 14:00:00,15,61,5,Thursday,3,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1456,1900-03-01 15:00:00,16,61,5,Thursday,3,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1457,1900-03-01 16:00:00,17,61,5,Thursday,3,19.444444444444443,17.77777777777778,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
1458,1900-03-01 17:00:00,18,61,5,Thursday,3,19.444444444444443,17.77777777777778,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1459,1900-03-01 18:00:00,19,61,5,Thursday,3,19.444444444444443,18.333333333333332,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1460,1900-03-01 19:00:00,20,61,5,Thursday,3,19.444444444444443,18.88888888888889,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1461,1900-03-01 20:00:00,21,61,5,Thursday,3,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1462,1900-03-01 21:00:00,22,61,5,Thursday,3,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1463,1900-03-01 22:00:00,23,61,5,Thursday,3,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1464,1900-03-01 23:00:00,24,61,5,Thursday,3,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1465,1900-03-02 00:00:00,1,62,6,Friday,3,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1466,1900-03-02 01:00:00,2,62,6,Friday,3,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
1467,1900-03-02 02:00:00,3,62,6,Friday,3,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
