Hour_of_Year,Time_(HH:MM),Hr_of_Day,Day_of_Year,Day_of_Week,Day_Name,Month,Heat_Sch_1,Heat_Sch_2,Cool_Sch_1,Cool_Sch_2,DHW_Sch_1,DHW_Sch_2,Custom_1,Custom_2,Custom_3
4717,1900-07-15 12:00:00,13,197,1,Sunday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4718,1900-07-15 13:00:00,14,197,1,Sunday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4719,1900-07-15 14:00:00,15,197,1,Sunday,7,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4720,1900-07-15 15:00:00,16,197,1,Sunday,7,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4721,1900-07-15 16:00:00,17,197,1,Sunday,7,19.444444444444443,17.77777777777778,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4722,1900-07-15 17:00:00,18,197,1,Sunday,7,19.444444444444443,17.77777777777778,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4723,1900-07-15 18:00:00,19,197,1,Sunday,7,19.444444444444443,18.333333333333332,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4724,1900-07-15 19:00:00,20,197,1,Sunday,7,19.444444444444443,18.88888888888889,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4725,1900-07-15 20:00:00,21,197,1,Sunday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4726,1900-07-15 21:00:00,22,197,1,Sunday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4727,1900-07-15 22:00:00,23,197,1,Sunday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4728,1900-07-15 23:00:00,24,197,1,Sunday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4729,1900-07-16 00:00:00,1,198,2,Monday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4730,1900-07-16 01:00:00,2,198,2,Monday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4731,1900-07-16 02:00:00,3,198,2,Monday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4732,1900-07-16 03:00:00,4,198,2,Monday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4733,1900-07-16 04:00:00,5,198,2,Monday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4734,1900-07-16 05:00:00,6,198,2,Monday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4735,1900-07-16 06:00:00,7,198,2,Monday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4736,1900-07-16 07:00:00,8,198,2,Monday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4737,1900-07-16 08:00:00,9,198,2,Monday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4738,1900-07-16 09:00:00,10,198,2,Monday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4739,1900-07-16 10:00:00,11,198,2,Monday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4740,1900-07-16 11:00:00,12,198,2,Monday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4741,1900-07-16 12:00:00,13,198,2,Monday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4742,1900-07-16 13:00:00,14,198,2,Monday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4743,1900-07-16 14:00:00,15,198,2,Monday,7,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4744,1900-07-16 15:00:00,16,198,2,Monday,7,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4745,1900-07-16 16:00:00,17,198,2,Monday,7,19.444444444444443,17.77777777777778,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4746,1900-07-16 17:00:00,18,198,2,Monday,7,19.444444444444443,17.77777777777778,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4747,1900-07-16 18:00:00,19,198,2,Monday,7,19.444444444444443,18.333333333333332,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4748,1900-07-16 19:00:00,20,198,2,Monday,7,19.444444444444443,18.88888888888889,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4749,1900-07-16 20:00:00,21,198,2,Monday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4750,1900-07-16 21:00:00,22,198,2,Monday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4751,1900-07-16 22:00:00,23,198,2,Monday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4752,1900-07-16 23:00:00,24,198,2,Monday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4753,1900-07-17 00:00:00,1,199,3,Tuesday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4754,1900-07-17 01:00:00,2,199,3,Tuesday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4755,1900-07-17 02:00:00,3,199,3,Tuesday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4756,1900-07-17 03:00:00,4,199,3,Tuesday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4757,1900-07-17 04:00:00,5,199,3,Tuesday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4758,1900-07-17 05:00:00,6,199,3,Tuesday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4759,1900-07-17 06:00:00,7,199,3,Tuesday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4760,1900-07-17 07:00:00,8,199,3,Tuesday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4761,1900-07-17 08:00:00,9,199,3,Tuesday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4762,1900-07-17 09:00:00,10,199,3,Tuesday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4763,1900-07-17 10:00:00,11,199,3,Tuesday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4764,1900-07-17 11:00:00,12,199,3,Tuesday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4765,1900-07-17 12:00:00,13,199,3,Tuesday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4766,1900-07-17 13:00:00,14,199,3,Tuesday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4767,1900-07-17 14:00:00,15,199,3,Tuesday,7,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4768,1900-07-17 15:00:00,16,199,3,Tuesday,7,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4769,1900-07-17 16:00:00,17,199,3,Tuesday,7,19.444444444444443,17.77777777777778,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4770,1900-07-17 17:00:00,18,199,3,Tuesday,7,19.444444444444443,17.77777777777778,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4771,1900-07-17 18:00:00,19,199,3,Tuesday,7,19.444444444444443,18.333333333333332,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4772,1900-07-17 19:00:00,20,199,3,Tuesday,7,19.444444444444443,18.88888888888889,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4773,1900-07-17 20:00:00,21,199,3,Tuesday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4774,1900-07-17 21:00:00,22,199,3,Tuesday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4775,1900-07-17 22:00:00,23,199,3,Tuesday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4776,1900-07-17 23:00:00,24,199,3,Tuesday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4777,1900-07-18 00:00:00,1,200,4,Wednesday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4778,1900-07-18 01:00:00,2,200,4,Wednesday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4779,1900-07-18 02:00:00,3,200,4,Wednesday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4780,1900-07-18 03:00:00,4,200,4,Wednesday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4781,1900-07-18 04:00:00,5,200,4,Wednesday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4782,1900-07-18 05:00:00,6,200,4,Wednesday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4783,1900-07-18 06:00:00,7,200,4,Wednesday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4784,1900-07-18 07:00:00,8,200,4,Wednesday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4785,1900-07-18 08:00:00,9,200,4,Wednesday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4786,1900-07-18 09:00:00,10,200,4,Wednesday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4787,1900-07-18 10:00:00,11,200,4,Wednesday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4788,1900-07-18 11:00:00,12,200,4,Wednesday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4789,1900-07-18 12:00:00,13,200,4,Wednesday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4790,1900-07-18 13:00:00,14,200,4,Wednesday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4791,1900-07-18 14:00:00,15,200,4,Wednesday,7,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4792,1900-07-18 15:00:00,16,200,4,Wednesday,7,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4793,1900-07-18 16:00:00,17,200,4,Wednesday,7,19.444444444444443,17.77777777777778,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4794,1900-07-18 17:00:00,18,200,4,Wednesday,7,19.444444444444443,17.77777777777778,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4795,1900-07-18 18:00:00,19,200,4,Wednesday,7,19.444444444444443,18.333333333333332,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4796,1900-07-18 19:00:00,20,200,4,Wednesday,7,19.444444444444443,18.88888888888889,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4797,1900-07-18 20:00:00,21,200,4,Wednesday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4798,1900-07-18 21:00:00,22,200,4,Wednesday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4799,1900-07-18 22:00:00,23,200,4,Wednesday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4800,1900-07-18 23:00:00,24,200,4,Wednesday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4801,1900-07-19 00:00:00,1,201,5,Thursday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4802,1900-07-19 01:00:00,2,201,5,Thursday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4803,1900-07-19 02:00:00,3,201,5,Thursday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4804,1900-07-19 03:00:00,4,201,5,Thursday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4805,1900-07-19 04:00:00,5,201,5,Thursday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4806,1900-07-19 05:00:00,6,201,5,Thursday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4807,1900-07-19 06:00:00,7,201,5,Thursday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4808,1900-07-19 07:00:00,8,201,5,Thursday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4809,1900-07-19 08:00:00,9,201,5,Thursday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4810,1900-07-19 09:00:00,10,201,5,Thursday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4811,1900-07-19 10:00:00,11,201,5,Thursday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4812,1900-07-19 11:00:00,12,201,5,Thursday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4813,1900-07-19 12:00:00,13,201,5,Thursday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4814,1900-07-19 13:00:00,14,201,5,Thursday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4815,1900-07-19 14:00:00,15,201,5,Thursday,7,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4816,1900-07-19 15:00:00,16,201,5,Thursday,7,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4817,1900-07-19 16:00:00,17,201,5,Thursday,7,19.444444444444443,17.77777777777778,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4818,1900-07-19 17:00:00,18,201,5,Thursday,7,19.444444444444443,17.77777777777778,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4819,1900-07-19 18:00:00,19,201,5,Thursday,7,19.444444444444443,18.333333333333332,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4820,1900-07-19 19:00:00,20,201,5,Thursday,7,19.444444444444443,18.88888888888889,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4821,1900-07-19 20:00:00,21,201,5,Thursday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4822,1900-07-19 21:00:00,22,201,5,Thursday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4823,1900-07-19 22:00:00,23,201,5,Thursday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4824,1900-07-19 23:00:00,24,201,5,Thursday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4825,1900-07-20 00:00:00,1,202,6,Friday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4826,1900-07-20 01:00:00,2,202,6,Friday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4827,1900-07-20 02:00:00,3,202,6,Friday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4828,1900-07-20 03:00:00,4,202,6,Friday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4829,1900-07-20 04:00:00,5,202,6,Friday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4830,1900-07-20 05:00:00,6,202,6,Friday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4831,1900-07-20 06:00:00,7,202,6,Friday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4832,1900-07-20 07:00:00,8,202,6,Friday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4833,1900-07-20 08:00:00,9,202,6,Friday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4834,1900-07-20 09:00:00,10,202,6,Friday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4835,1900-07-20 10:00:00,11,202,6,Friday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4836,1900-07-20 11:00:00,12,202,6,Friday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4837,1900-07-20 12:00:00,13,202,6,Friday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4838,1900-07-20 13:00:00,14,202,6,Friday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4839,1900-07-20 14:00:00,15,202,6,Friday,7,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4840,1900-07-20 15:00:00,16,202,6,Friday,7,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4841,1900-07-20 16:00:00,17,202,6,Friday,7,19.444444444444443,17.77777777777778,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4842,1900-07-20 17:00:00,18,202,6,Friday,7,19.444444444444443,17.77777777777778,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4843,1900-07-20 18:00:00,19,202,6,Friday,7,19.444444444444443,18.333333333333332,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4844,1900-07-20 19:00:00,20,202,6,Friday,7,19.444444444444443,18.88888888888889,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4845,1900-07-20 20:00:00,21,202,6,Friday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4846,1900-07-20 21:00:00,22,202,6,Friday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4847,1900-07-20 22:00:00,23,202,6,Friday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4848,1900-07-20 23:00:00,24,202,6,Friday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4849,1900-07-21 00:00:00,1,203,7,Saturday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4850,1900-07-21 01:00:00,2,203,7,Saturday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4851,1900-07-21 02:00:00,3,203,7,Saturday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4852,1900-07-21 03:00:00,4,203,7,Saturday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4853,1900-07-21 04:00:00,5,203,7,Saturday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4854,1900-07-21 05:00:00,6,203,7,Saturday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4855,1900-07-21 06:00:00,7,203,7,Saturday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4856,1900-07-21 07:00:00,8,203,7,Saturday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4857,1900-07-21 08:00:00,9,203,7,Saturday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4858,1900-07-21 09:00:00,10,203,7,Saturday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4859,1900-07-21 10:00:00,11,203,7,Saturday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4860,1900-07-21 11:00:00,12,203,7,Saturday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4861,1900-07-21 12:00:00,13,203,7,Saturday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4862,1900-07-21 13:00:00,14,203,7,Saturday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4863,1900-07-21 14:00:00,15,203,7,Saturday,7,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4864,1900-07-21 15:00:00,16,203,7,Saturday,7,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4865,1900-07-21 16:00:00,17,203,7,Saturday,7,19.444444444444443,17.77777777777778,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4866,1900-07-21 17:00:00,18,203,7,Saturday,7,19.444444444444443,17.77777777777778,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4867,1900-07-21 18:00:00,19,203,7,Saturday,7,19.444444444444443,18.333333333333332,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4868,1900-07-21 19:00:00,20,203,7,Saturday,7,19.444444444444443,18.88888888888889,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4869,1900-07-21 20:00:00,21,203,7,Saturday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4870,1900-07-21 21:00:00,22,203,7,Saturday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4871,1900-07-21 22:00:00,23,203,7,Saturday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4872,1900-07-21 23:00:00,24,203,7,Saturday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4873,1900-07-22 00:00:00,1,204,1,Sunday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4874,1900-07-22 01:00:00,2,204,1,Sunday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4875,1900-07-22 02:00:00,3,204,1,Sunday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4876,1900-07-22 03:00:00,4,204,1,Sunday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4877,1900-07-22 04:00:00,5,204,1,Sunday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4878,1900-07-22 05:00:00,6,204,1,Sunday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4879,1900-07-22 06:00:00,7,204,1,Sunday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4880,1900-07-22 07:00:00,8,204,1,Sunday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4881,1900-07-22 08:00:00,9,204,1,Sunday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4882,1900-07-22 09:00:00,10,204,1,Sunday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4883,1900-07-22 10:00:00,11,204,1,Sunday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4884,1900-07-22 11:00:00,12,204,1,Sunday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4885,1900-07-22 12:00:00,13,204,1,Sunday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4886,1900-07-22 13:00:00,14,204,1,Sunday,7,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4887,1900-07-22 14:00:00,15,204,1,Sunday,7,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4888,1900-07-22 15:00:00,16,204,1,Sunday,7,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4889,1900-07-22 16:00:00,17,204,1,Sunday,7,19.444444444444443,17.77777777777778,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
4890,1900-07-22 17:00:00,18,204,1,Sunday,7,19.444444444444443,17.77777777777778,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4891,1900-07-22 18:00:00,19,204,1,Sunday,7,19.444444444444443,18.333333333333332,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4892,1900-07-22 19:00:00,20,204,1,Sunday,7,19.444444444444443,18.88888888888889,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
4893,1900-07-22 20:00:00,21,204,1,Sunday,7,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
