Date/Time,UNHEATEDBSMT_UNIT1:Zone Windows Total Transmitted Solar Radiation Rate [W](Hourly),UNHEATEDBSMT_UNIT1:Zone Windows Total Transmitted Solar Radiation Energy [J](Hourly),UNHEATEDBSMT_UNIT1:Zone Windows Total Heat Gain Energy [J](Hourly),LIVING_UNIT1:Zone Windows Total Transmitted Solar Radiation Rate [W](Hourly),LIVING_UNIT1:Zone Windows Total Transmitted Solar Radiation Energy [J](Hourly),LIVING_UNIT1:Zone Windows Total Heat Gain Energy [J](Hourly),ATTIC_UNIT1:Zone Windows Total Transmitted Solar Radiation Rate [W](Hourly),ATTIC_UNIT1:Zone Windows Total Transmitted Solar Radiation Energy [J](Hourly),ATTIC_UNIT1:Zone Windows Total Heat Gain Energy [J](Hourly),UNHEATEDBSMT_UNIT1:Zone Mean Air Temperature [C](Hourly),LIVING_UNIT1:Zone Mean Air Temperature [C](Hourly),ATTIC_UNIT1:Zone Mean Air Temperature [C](Hourly),UNHEATEDBSMT_UNIT1:AFN Zone Infiltration Sensible Heat Gain Rate [W](Hourly),LIVING_UNIT1:AFN Zone Infiltration Sensible Heat Gain Rate [W](Hourly),ATTIC_UNIT1:AFN Zone Infiltration Sensible Heat Gain Rate [W](Hourly),UNHEATEDBSMT_UNIT1:AFN Zone Infiltration Air Change Rate [ach](Hourly),LIVING_UNIT1:AFN Zone Infiltration Air Change Rate [ach](Hourly),ATTIC_UNIT1:AFN Zone Infiltration Air Change Rate [ach](Hourly),Whole Building:Facility Total HVAC Electricity Demand Rate [W](Hourly) 
 07/21  17:00:00,0.0,0.0,0.0,2894.0096654051997,10418434.795458718,11568742.521759198,0.0,0.0,0.0,22.773821109897019,39.03881036621261,45.12176723115059,390.5116726803584,0.0,0.0,0.5654089040698304,0.34035940212886869,4.010528421763584,233.4868031889224 
 07/21  18:00:00,0.0,0.0,0.0,2705.1168316585119,9738420.593970642,10354212.274732482,0.0,0.0,0.0,22.825497262417476,39.55159899714681,41.70300312189374,324.73514241064336,0.0,0.0,0.569455857289807,0.355095860450481,3.948089771904322,233.4868031889224 
 07/21  19:00:00,0.0,0.0,0.0,2223.4450984197458,8004402.354311084,7890865.022079268,0.0,0.0,0.0,22.797890697911418,39.68091600268846,37.439266205812049,228.89447690009355,0.0,0.0,0.5750372255205054,0.3754858203022828,3.883627123390451,233.4868031889224 
 07/21  20:00:00,0.0,0.0,0.0,796.8035773550338,2868492.8784781217,1092166.4277551065,0.0,0.0,0.0,22.76608866973142,39.15718053581846,33.284757878365599,157.82360524069663,0.0,0.0,0.5788268275966712,0.38830134166435517,3.8130250847789255,233.4868031889224 
 07/21  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.687034943971097,38.27231987449592,29.889915404857719,101.28476754980639,0.0,0.0,0.5813625014376139,0.39255978379473119,3.7594030986551529,233.4868031889224 
 07/21  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.557577502454167,37.35019209026191,27.50206046277569,46.49664537202795,0.0,0.0,0.583579074938527,0.3947471304134505,3.7292905091844235,233.4868031889224 
 07/21  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.420605546811584,36.43058211194215,25.850027732516254,5.218090784140348,0.0,0.0,0.5850695123621281,0.3947481512730601,3.7138912871446516,233.4868031889224 
 07/21  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.259455989014737,35.49267343532849,24.476461630968556,0.0,0.0,0.0,0.5865541542504873,0.39543091903059665,3.7080930268500307,233.4868031889224 
 01/01  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.816808204369175,20.554359214505284,9.971766023832318,0.0,0.0,0.0,0.7616377477766173,0.446819091774059,4.7101891487968559,4509.916304044008 
 01/01  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.97563829593444,20.554425370263698,10.749505245484297,0.0,0.0,0.0,0.5139708740101538,0.4239481612931198,3.7014359677169499,4412.45465477923 
